predictions,targets
1.926578432321548462e-01,1.256828755140304565e-01
9.639132767915725708e-03,4.005129449069499969e-03
0.000000000000000000e+00,4.989809682386407361e-16
1.289732456207275391e-01,2.231818437576293945e-02
5.849947780370712280e-02,2.678238041698932648e-02
9.012682735919952393e-02,6.084138900041580200e-02
1.973701268434524536e-01,1.339460730552673340e+00
0.000000000000000000e+00,1.485155470826171609e-10
9.367126971483230591e-02,4.124033439438790083e-04
1.060137599706649780e-01,3.233536332845687866e-02
8.667623251676559448e-02,2.285382477566599846e-03
1.455621980130672455e-02,1.244410596242836089e-17
0.000000000000000000e+00,7.043789934699608898e-16
0.000000000000000000e+00,1.440797859686426818e-06
4.780244454741477966e-02,7.908983230590820312e-01
2.685122750699520111e-02,5.328163970261812210e-03
3.375522419810295105e-02,3.861951641738414764e-03
2.581780217587947845e-02,1.615253160707652569e-03
2.610465884208679199e-02,7.212336977646671698e-11
3.227925300598144531e-02,1.426914241164922714e-02
8.470355533063411713e-03,4.319649189710617065e-03
0.000000000000000000e+00,1.459710620110854506e-04
1.637497395277023315e-01,2.155783586204051971e-02
0.000000000000000000e+00,5.862508551217615604e-04
0.000000000000000000e+00,5.085647181157781915e-11
3.166954591870307922e-02,5.672589850291842595e-06
1.235305611044168472e-02,1.360961515456438065e-02
3.991142287850379944e-02,1.932883606059476733e-05
0.000000000000000000e+00,3.758888691663742065e-03
1.984530873596668243e-02,1.497893244959414005e-03
0.000000000000000000e+00,2.840514071067445911e-06
1.414172933436930180e-03,2.572304869108421599e-11
9.835749864578247070e-03,1.743540912866592407e-02
1.003128662705421448e-01,2.668514382094144821e-03
8.750029653310775757e-02,1.088097468018531799e-01
0.000000000000000000e+00,1.759369770297780633e-04
3.682507667690515518e-03,4.764559678733348846e-03
0.000000000000000000e+00,1.427543233148753643e-03
8.710484020411968231e-03,6.764895515516400337e-04
4.029130935668945312e-02,3.419340774416923523e-02
0.000000000000000000e+00,9.874714648584002395e-19
5.127829033881425858e-03,2.961204154416918755e-03
1.810929328203201294e-01,9.159832261502742767e-03
5.161380022764205933e-02,7.474684389308094978e-04
0.000000000000000000e+00,6.498475091376576529e-09
1.920019537210464478e-01,1.682011038064956665e-01
1.812881231307983398e-01,1.094946786761283875e-01
8.135225623846054077e-03,1.574393539387491399e-19
4.675277695059776306e-02,1.485890020216040769e-21
2.926529571413993835e-02,2.623491854124694947e-15
1.177816614508628845e-01,5.429474636912345886e-02
5.570271238684654236e-02,6.957817822694778442e-03
1.550520863384008408e-02,6.043201312422752380e-02
7.035903632640838623e-02,3.818328332272358239e-05
2.276316657662391663e-02,2.207281766459345818e-03
1.053487602621316910e-02,1.405415096087381244e-04
1.824021190404891968e-01,1.000674292445182800e-01
1.533607542514801025e-01,6.721663475036621094e-02
5.166109651327133179e-02,5.487063026521354914e-05
1.806472800672054291e-02,2.265005023218691349e-04
1.617552340030670166e-01,2.324882447719573975e-01
0.000000000000000000e+00,9.918578871292993426e-05
0.000000000000000000e+00,3.679646877571940422e-03
0.000000000000000000e+00,4.363699350506067276e-03
4.340429231524467468e-02,2.142960729543119669e-04
1.431169570423662663e-03,5.703710226156013044e-15
0.000000000000000000e+00,8.129033260047435760e-03
0.000000000000000000e+00,1.682991190854465913e-09
9.257470816373825073e-02,1.437009359506191686e-05
0.000000000000000000e+00,1.286739132179236375e-16
6.134670600295066833e-02,8.217971189878880978e-04
2.487021684646606445e-02,2.780803333735093474e-05
2.021493315696716309e-01,1.244736164808273315e-01
0.000000000000000000e+00,3.349410602822899818e-03
9.209248423576354980e-02,1.067336276173591614e-02
3.372524678707122803e-02,1.668535514909308404e-05
2.871552947908639908e-03,1.789846516711633001e-14
0.000000000000000000e+00,2.060351427644491196e-03
0.000000000000000000e+00,8.126802182595316282e-13
3.160640597343444824e-03,8.429936978505969680e-13
0.000000000000000000e+00,5.093818162410501671e-13
1.850659251213073730e-01,2.100889682769775391e-01
1.678171567618846893e-02,2.220157738208605736e-11
7.388678845018148422e-03,6.523015634585238587e-12
0.000000000000000000e+00,8.011094760149717331e-04
1.032221689820289612e-02,3.714700059426624520e-22
1.544502675533294678e-01,8.828401769278571010e-05
0.000000000000000000e+00,1.073266263119876385e-03
3.981541395187377930e-01,3.993492722511291504e-01
7.741998136043548584e-02,4.012593533843755722e-03
5.616487935185432434e-02,1.896159141324460506e-03
5.088659003376960754e-02,1.103421789593994617e-03
1.166154146194458008e-01,8.242718875408172607e-03
2.019913792610168457e-01,1.654453277587890625e-01
1.122512370347976685e-01,1.695608161389827728e-02
2.058495432138442993e-01,2.504131495952606201e-01
1.190914958715438843e-02,1.168680100818164647e-04
1.635524444282054901e-02,5.103372968733310699e-03
6.705091893672943115e-02,2.992694305703480495e-07
2.603748347610235214e-03,2.684572791622485965e-06
1.942827701568603516e-01,1.128798164427280426e-02
0.000000000000000000e+00,5.801750139339256762e-14
1.234166622161865234e-01,5.439557935460470617e-05
3.220902755856513977e-02,4.462974518537521362e-02
4.218128323554992676e-02,6.467241793870925903e-03
0.000000000000000000e+00,1.928830752149224281e-04
0.000000000000000000e+00,3.887997860363608533e-18
6.628140062093734741e-02,6.329099182039499283e-03
4.392365738749504089e-02,1.244589964865671958e-21
1.561669260263442993e-01,2.031641267240047455e-02
1.629537157714366913e-02,1.002995024473689395e-20
3.069643980779801495e-06,7.190518546849489212e-03
1.241008415818214417e-01,1.066261157393455505e-01
0.000000000000000000e+00,1.218920242518350960e-10
0.000000000000000000e+00,1.828389475122094154e-03
5.935275554656982422e-02,5.150558426976203918e-04
1.265482306480407715e-01,4.381715878844261169e-02
7.646538317203521729e-02,2.711174637079238892e-02
7.742530852556228638e-02,1.880750246345996857e-02
1.858779788017272949e-01,1.206722185015678406e-01
3.628941774368286133e-01,4.705791473388671875e+00
2.980977483093738556e-02,2.671587231902741374e-15
0.000000000000000000e+00,1.945983269251883030e-03
2.700094878673553467e-01,3.296383097767829895e-02
4.001693055033683777e-02,3.618687391281127930e-02
6.191282346844673157e-02,1.844934304244816303e-04
2.378233373165130615e-01,4.945698976516723633e-01
3.474122285842895508e-02,3.653006395325064659e-03
0.000000000000000000e+00,2.943842947189523329e-09
3.385323099792003632e-03,6.330632947718530194e-19
1.257688403129577637e-01,5.223814863711595535e-03
1.054991874843835831e-02,1.828400767408311367e-03
0.000000000000000000e+00,4.478956107050180435e-04
0.000000000000000000e+00,9.309814204272459648e-12
5.086649209260940552e-03,3.075063964789038866e-15
0.000000000000000000e+00,5.208681337535381317e-03
4.766636714339256287e-02,4.333699900438592673e-22
3.114380524493753910e-04,1.416827552020549774e-02
3.577185794711112976e-02,2.631395310163497925e-02
0.000000000000000000e+00,8.694579634038746008e-08
7.499670609831809998e-03,2.461573167522601580e-09
5.357789620757102966e-02,1.967781427083536983e-04
0.000000000000000000e+00,7.578623626613989472e-05
1.277396827936172485e-01,1.599101698957383633e-03
4.727593436837196350e-02,9.631442480895202607e-06
0.000000000000000000e+00,1.185333189823722932e-06
3.310777619481086731e-02,2.252853661775588989e-02
2.581916935741901398e-02,1.087765252974076601e-18
0.000000000000000000e+00,5.900892974123120305e-14
0.000000000000000000e+00,1.170902995299150657e-20
1.373659260571002960e-02,8.705651387572288513e-03
0.000000000000000000e+00,3.610976517798292207e-10
1.242973748594522476e-02,1.354120627183874603e-06
3.647406771779060364e-02,4.545172676444053650e-03
0.000000000000000000e+00,2.805190146369806579e-20
1.978561095893383026e-02,1.620469153867920147e-18
2.267246544361114502e-01,9.645760804414749146e-02
8.731539547443389893e-02,8.675768040120601654e-04
0.000000000000000000e+00,5.307096789483080335e-15
5.712264403700828552e-02,2.902821404859423637e-03
0.000000000000000000e+00,9.254564065486192703e-04
0.000000000000000000e+00,2.269523458053868126e-09
4.948294255882501602e-03,2.588001848380372394e-07
2.275623939931392670e-02,7.468894589692354202e-03
0.000000000000000000e+00,1.573851332068443298e-04
4.417888820171356201e-02,1.792891562217846513e-04
1.209002211689949036e-01,4.267797805368900299e-03
7.613865658640861511e-03,2.040468061181854864e-08
0.000000000000000000e+00,1.342041883617639542e-03
4.166238009929656982e-02,9.336559101939201355e-03
1.666489057242870331e-02,7.758500869385898113e-04
0.000000000000000000e+00,7.484618690796196461e-04
0.000000000000000000e+00,2.040666694327376851e-14
8.715176582336425781e-02,9.253311157226562500e-02
0.000000000000000000e+00,4.961650702171027660e-04
8.297763764858245850e-02,6.187202643559430726e-07
2.831374667584896088e-02,4.922479092783760279e-06
0.000000000000000000e+00,7.409320096485316753e-04
2.057105898857116699e-01,6.114693358540534973e-02
5.971007980406284332e-03,5.807291283792714953e-20
0.000000000000000000e+00,1.485799951233326254e-22
5.835246294736862183e-02,1.016290298139210790e-06
0.000000000000000000e+00,9.915184818964917213e-06
1.159099191427230835e-01,4.840181209146976471e-03
5.513312295079231262e-02,3.213888779282569885e-02
9.612065623514354229e-04,9.006091859191656113e-04
4.130675457417964935e-03,8.808491452514874420e-14
1.253064721822738647e-02,6.370517308118550659e-11
4.325685277581214905e-02,1.035821624100208282e-02
6.843242049217224121e-02,2.852382863238744903e-07
0.000000000000000000e+00,1.100096004586902532e-15
4.193909931927919388e-03,3.969258628785610199e-03
1.381902843713760376e-01,3.968224627897143364e-04
9.157956577837467194e-03,2.408432637271441248e-17
0.000000000000000000e+00,2.147376165773096091e-10
0.000000000000000000e+00,1.009394928752627152e-10
0.000000000000000000e+00,2.245706971734762192e-03
0.000000000000000000e+00,3.863285746774636209e-05
7.575712352991104126e-02,4.171343147754669189e-02
3.298720344901084900e-02,3.132681921124458313e-02
9.816192090511322021e-02,1.106743700802326202e-02
5.515163764357566833e-02,1.015305406326660886e-05
5.414951220154762268e-02,3.250300042660166742e-22
0.000000000000000000e+00,8.762875958242795029e-18
1.323147863149642944e-01,1.787055097520351410e-02
8.375788480043411255e-02,2.784341108053922653e-03
4.862102214246988297e-03,6.686740050554362824e-09
4.141677170991897583e-02,1.823285674618091434e-05
4.242745041847229004e-02,9.500829037278890610e-04
