,predictions,targets
0,43064.890625,56400.5
1,2516.79150390625,179.59005737304688
2,0.0,6.955963360866235e-09
3,2756.892578125,3796.7744140625
4,3091.17578125,1121.6522216796875
5,118.69905853271484,94.6231689453125
6,0.0,2.2535750324767338e-14
7,75932.3984375,2870076.0
8,14815.2607421875,12533.7060546875
9,0.0,9.132430367486677e-10
10,21.038894653320312,3.1073994636535645
11,0.14159929752349854,0.11351756751537323
12,5491.25341796875,486.9300231933594
13,3830.658935546875,9908.611328125
14,8020.00634765625,6159.75341796875
15,6.742546558380127,55.844566345214844
16,57833.43359375,74005.84375
17,0.0,8.108060663841732e-13
18,42685.7265625,9048.45703125
19,43508.23046875,18362.177734375
20,33577.44921875,30920.5859375
21,0.0,0.00023056138888932765
22,7942.49169921875,4245.00634765625
23,1435.340087890625,458.97552490234375
24,26784.125,43169.01953125
25,0.0,3.187087482814377e-09
26,314.980224609375,3827.4267578125
27,0.0,7.581207484008701e-08
28,184.7742462158203,187.77407836914062
29,0.3344537019729614,0.4313706159591675
30,66517.1953125,268009.40625
31,1852.135498046875,6909.58203125
32,0.0,4.129279210229875e-11
33,15272.494140625,15579.0048828125
34,2228.92822265625,1156.01806640625
35,2226.121826171875,1497.1285400390625
36,1014.3034057617188,8312.3583984375
37,2771.913818359375,3604.992919921875
38,0.0,1.7081362102544517e-08
39,27.786762237548828,101.81583404541016
40,0.0,2.7843480017268607e-13
41,91.47540283203125,190.47421264648438
42,619.812744140625,14453.888671875
43,0.33025193214416504,0.38274094462394714
44,0.0,6.545564019688754e-07
45,47694.21875,137020.96875
46,0.0,0.011597661301493645
47,0.0,4.596809333179408e-07
48,1641.486328125,125.08821105957031
49,26.888145446777344,266.4187316894531
50,0.0,1.9052538409794484e-13
51,63850.58203125,94968.3671875
52,1878.84423828125,1215.3477783203125
53,0.0,0.0008497958187945187
54,23.353559494018555,0.005104267969727516
55,33588.546875,5355.775390625
56,17040.7421875,2507.7138671875
57,0.0,6.302896508714184e-05
58,24185.431640625,42617.328125
59,1323.474609375,757.9865112304688
60,8604.4658203125,8705.6513671875
61,0.0,0.0004336564161349088
62,73941.6640625,95573.765625
63,508.6548767089844,3718.047119140625
64,0.0,0.036074720323085785
65,2145.090576171875,2031.2589111328125
66,0.0,9.239067150224045e-11
67,0.0,0.004789929836988449
68,599.1170043945312,412.6928405761719
69,0.0,3.128536874008603e-10
70,18743.9921875,16569.19140625
71,0.0,4.941240305811334e-08
72,10274.53515625,1713.880859375
73,998.7594604492188,313.5881652832031
74,1.4231266975402832,0.13688760995864868
75,30376.765625,13192.732421875
76,186.82833862304688,1250.929443359375
77,1720.150634765625,1313.4200439453125
78,0.0,0.0009176697349175811
79,10036.3974609375,5460.03662109375
80,6448.39208984375,8216.96875
81,0.0,0.0005342441727407277
82,58095.3046875,218221.75
83,4056.752685546875,448.76611328125
84,133.8670196533203,87.25177764892578
85,7.339399337768555,6.972637176513672
86,1.0520752668380737,0.0036488366313278675
87,37364.66796875,48577.09375
88,0.768122673034668,0.0022264167200773954
89,15830.220703125,11865.4697265625
90,0.0,5.32253017701545e-12
91,6.961137771606445,3.5061144828796387
92,67082.1015625,43279.03125
93,236.84849548339844,162.95201110839844
94,0.0,4.5361288059098115e-09
95,41097.828125,53854.57421875
96,40.53366470336914,35.555843353271484
97,9859.9306640625,3515.959228515625
98,8.232643127441406,17.36985969543457
99,0.0,5.614887221838671e-09
100,19160.578125,40987.90625
101,67438.3046875,229669.015625
102,0.0,5.275114234315481e-10
103,0.0,3.838410339085385e-05
104,0.0,6.887468771310523e-05
105,6988.95458984375,4827.6875
106,137.9713592529297,308.3822326660156
107,33346.7109375,16965.28515625
108,7124.20556640625,2405.14208984375
109,27618.37109375,56814.46875
110,54862.52734375,242776.71875
111,15125.806640625,25586.994140625
112,1704.3779296875,1262.652099609375
113,2.908958911895752,0.6998611092567444
114,1762.5250244140625,1444.621337890625
115,1455.9423828125,1025.9312744140625
116,5199.72314453125,2985.616455078125
117,0.672385573387146,0.012843423523008823
118,0.43580687046051025,0.06247099116444588
119,155.1502227783203,118.4275131225586
120,84156.2578125,4429746.0
121,32315.48828125,64242.5
122,6986.41162109375,2519.929931640625
123,1341.211669921875,1757.8868408203125
124,7297.24267578125,6087.474609375
125,2130.85107421875,2767.44091796875
126,3335.658203125,2825.455810546875
127,0.0,5.964004401448619e-09
128,3712.1591796875,6023.5869140625
129,153.04847717285156,112.31768035888672
130,63835.12890625,74497.15625
131,0.0,1.0202660938318786e-10
132,23649.34375,33627.4375
133,65.32769775390625,5.78109073638916
134,2318.156494140625,1009.9337768554688
135,1.4099819660186768,0.6716551184654236
136,160.18397521972656,198.87318420410156
137,0.0,0.00041074759792536497
138,0.0,9.912411336188143e-09
139,828.6151123046875,3427.69482421875
140,44192.1640625,70128.6484375
141,225.4604034423828,73.62071228027344
142,0.0,4.659485037389333e-12
143,59720.71875,323112.65625
144,0.0,4.3337898645180034e-15
145,69415.2109375,144973.296875
146,19406.892578125,44702.79296875
147,29619.044921875,15066.8759765625
148,48314.7890625,50990.953125
149,0.0,1.9755030734813772e-05
150,4.7106032371521,0.01741371490061283
151,48.52021408081055,103.52357482910156
152,9680.7138671875,6142.88623046875
153,0.0,4.0814472868078155e-07
154,97792.9140625,1328052.25
155,0.0,6.249525540624745e-06
156,0.0,2.16680001162935e-16
157,33380.28125,123820.390625
158,2669.667724609375,3343.697998046875
159,371.5997314453125,108.56170654296875
160,374.61688232421875,320.111328125
161,0.0,7.323436523876126e-09
162,5.197552680969238,1.6496663093566895
163,22348.8125,14781.587890625
164,1230.831787109375,875.21240234375
165,17034.931640625,16683.830078125
166,0.0,0.00015151315892580897
167,0.0,5.943509912204915e-15
168,1221.95947265625,402.9184875488281
169,0.0,4.69214104419427e-14
170,0.0,0.16635391116142273
171,208.91773986816406,77.9582748413086
172,33590.203125,48122.921875
173,5282.89794921875,1210.7550048828125
174,85775.1953125,208003.140625
175,48586.8984375,44999.953125
176,46541.9296875,76918.296875
177,0.0,4.051294308737852e-05
178,0.0,4.128236381212291e-12
179,0.0,2.6577028338498065e-12
180,3.4568982124328613,0.6914060115814209
181,50427.2109375,187724.34375
182,2621.1826171875,1571.0872802734375
183,5604.5390625,24800.197265625
184,0.0,2.8097280058148044e-10
185,185.15975952148438,202.33787536621094
186,28435.943359375,72528.7734375
187,8097.97705078125,63465.67578125
188,0.0,1.1045792058794746e-09
189,51002.484375,316143.21875
190,0.0,1.3475922634731408e-11
191,0.0,5.098446553830627e-09
192,342.94677734375,264.17852783203125
193,0.0,1.3768503777100705e-06
194,1.6497536897659302,0.7953669428825378
195,0.0,0.01620594970881939
196,68338.78125,111445.265625
197,56977.66015625,148345.265625
198,673.9790649414062,2079.46533203125
199,157.59588623046875,288.71075439453125
200,53628.53125,146021.125
201,2409.727783203125,2994.832763671875
202,45857.4609375,26891.126953125
203,0.0,5.184005568564798e-12
204,0.0,0.05458192154765129
205,0.0,3.3225788927896543e-14
206,3501.3837890625,65.70636749267578
207,1.886298418045044,0.7126509547233582
208,10576.9814453125,69822.5703125
