,0,1
0,0.0,8.943307
1,0.0028784978,8.963887
2,0.0057569956,8.984462
3,0.008635494,9.005023
4,0.011513991,9.025576
5,0.01439249,9.046116
6,0.017270988,9.066647
7,0.020149484,9.087169
8,0.023027983,9.10768
9,0.02590648,9.128181
10,0.02878498,9.148674
11,0.031663477,9.169155
12,0.034541976,9.189628
13,0.03742047,9.210087
14,0.04029897,9.23054
15,0.043177467,9.250982
16,0.046055965,9.271415
17,0.048934463,9.291837
18,0.05181296,9.312252
19,0.05469146,9.332655
20,0.05756996,9.353048
21,0.060448457,9.373435
22,0.063326955,9.393808
23,0.06620545,9.414176
24,0.06908395,9.434531
25,0.071962446,9.454879
26,0.07484094,9.475217
27,0.07771944,9.495546
28,0.08059794,9.515864
29,0.08347644,9.536177
30,0.08635493,9.556477
31,0.089233436,9.576768
32,0.09211193,9.597053
33,0.09499043,9.617328
34,0.09786893,9.637594
35,0.10074742,9.657851
36,0.10362592,9.6781025
37,0.10650442,9.698339
38,0.10938292,9.718572
39,0.112261415,9.738794
40,0.11513992,9.759008
41,0.11801841,9.779217
42,0.12089691,9.799412
43,0.12377541,9.819601
44,0.12665391,9.839782
45,0.1295324,9.859955
46,0.1324109,9.88012
47,0.1352894,9.900275
48,0.1381679,9.920425
49,0.14104639,9.940565
50,0.14392489,9.960698
51,0.1468034,9.980822
52,0.14968188,10.000938
53,0.15256038,10.0210495
54,0.15543889,10.041148
55,0.15831739,10.061243
56,0.16119587,10.081331
57,0.16407438,10.101414
58,0.16695288,10.121482
59,0.16983138,10.141547
60,0.17270987,10.161608
61,0.17558837,10.181656
62,0.17846687,10.201698
63,0.18134536,10.221735
64,0.18422386,10.241762
65,0.18710236,10.261785
66,0.18998086,10.281801
67,0.19285935,10.301811
68,0.19573785,10.321811
69,0.19861636,10.341807
70,0.20149484,10.3617935
71,0.20437334,10.381776
72,0.20725185,10.401754
73,0.21013035,10.421721
74,0.21300884,10.441687
75,0.21588734,10.461642
76,0.21876584,10.481594
77,0.22164433,10.501538
78,0.22452283,10.521476
79,0.22740133,10.5414095
80,0.23027983,10.561335
81,0.23315832,10.581256
82,0.23603682,10.601174
83,0.23891532,10.621083
84,0.24179383,10.640988
85,0.24467231,10.660887
86,0.24755082,10.680782
87,0.2504293,10.700667
88,0.25330782,10.720552
89,0.2561863,10.740428
90,0.2590648,10.760302
91,0.2619433,10.7801695
92,0.2648218,10.800033
93,0.2677003,10.819888
94,0.2705788,10.839744
95,0.2734573,10.8595915
96,0.2763358,10.879435
97,0.2792143,10.899276
98,0.28209278,10.919108
99,0.2849713,10.938942
100,0.28784978,10.958766
101,0.29072827,10.978588
102,0.2936068,10.9984045
103,0.29648528,11.018221
104,0.29936376,11.038029
105,0.30224228,11.057834
106,0.30512077,11.077635
107,0.30799928,11.097438
108,0.31087777,11.11723
109,0.31375626,11.137022
110,0.31663477,11.156807
111,0.31951326,11.176593
112,0.32239175,11.196373
113,0.32527027,11.216152
114,0.32814875,11.235926
115,0.33102724,11.255696
116,0.33390576,11.275466
117,0.33678424,11.295231
118,0.33966276,11.314995
119,0.34254125,11.334754
120,0.34541973,11.35451
121,0.34829825,11.374266
122,0.35117674,11.394018
123,0.35405523,11.413769
124,0.35693374,11.433516
125,0.35981223,11.453263
126,0.36269072,11.473005
127,0.36556923,11.492744
128,0.36844772,11.512487
129,0.3713262,11.532223
130,0.37420473,11.551959
131,0.3770832,11.571693
132,0.37996173,11.591424
133,0.38284022,11.6111555
134,0.3857187,11.630886
135,0.38859722,11.650613
136,0.3914757,11.670342
137,0.3943542,11.690068
138,0.3972327,11.709791
139,0.4001112,11.729515
140,0.4029897,11.749236
141,0.4058682,11.76896
142,0.4087467,11.788681
143,0.4116252,11.808403
144,0.4145037,11.828123
145,0.41738218,11.847845
146,0.4202607,11.867562
147,0.42313918,11.8872795
148,0.42601767,11.907001
149,0.4288962,11.926718
150,0.43177468,11.946438
151,0.43465316,11.966155
152,0.43753168,11.985877
153,0.44041017,12.005597
154,0.44328865,12.025317
155,0.44616717,12.045037
156,0.44904566,12.064756
157,0.45192418,12.08448
158,0.45480266,12.104204
159,0.45768115,12.123925
160,0.46055967,12.143651
161,0.46343815,12.163374
162,0.46631664,12.183102
